1
1000
4
R
vcirc,rho,velr,T
kpc
kms,cgs,cgs,K
1.00000000000000006e-01
1.48228612419343392e+02
linear
1.10473688042050568e+01,2.74016336269876746e+01,3.56384605085637460e+01,4.08451579028684222e+01,4.59127501105497018e+01,5.26386828392268313e+01,5.59159787039572151e+01,5.87834361748141632e+01,6.22824009426363361e+01,6.46817582463896628e+01,6.73307477225284288e+01,6.94105775937668739e+01,7.13381849586109240e+01,7.34803837739672900e+01,7.48150877177527747e+01,7.57919782933520025e+01,7.70109524582535130e+01,7.82189791355735764e+01,7.92155186190438627e+01,8.00939497129272127e+01,8.09339271784910608e+01,8.17027466663555231e+01,8.23573334350248274e+01,8.29075101601322046e+01,8.33937566131676817e+01,8.38449438858834810e+01,8.42575074441840144e+01,8.46193589046590944e+01,8.49237198832728239e+01,8.51838271650391050e+01,8.54185565843944232e+01,8.56435729089876077e+01,8.58662247434994725e+01,8.60849707627166367e+01,8.62979791619123375e+01,8.65037294028405483e+01,8.67010244704239170e+01,8.68889376183072955e+01,8.70667147300734143e+01,8.72337489054946360e+01,8.73902664735384462e+01,8.75381479745961570e+01,8.76792907361093512e+01,8.78153699442826507e+01,8.79478449371746365e+01,8.80765121647902021e+01,8.81987655828762911e+01,8.83120976714728982e+01,8.84143165011694236e+01,8.85035110259858726e+01,8.85784939579146169e+01,8.86413325178625797e+01,8.86951347767422220e+01,8.87427018436533643e+01,8.87865536930876686e+01,8.88289565643547974e+01,8.88717825569377453e+01,8.89149503001739703e+01,8.89573243283504524e+01,8.89978655193763188e+01,8.90356372982319897e+01,8.90697961638387170e+01,8.90995832623363526e+01,8.91243634013439561e+01,8.91439279043831476e+01,8.91582634520403019e+01,8.91673678241446908e+01,8.91712477751745070e+01,8.91699181106090464e+01,8.91634008531841005e+01,8.91517244904052433e+01,8.91350158333801801e+01,8.91137386872515691e+01,8.90884040758186302e+01,8.90594880436585328e+01,8.90274340481880984e+01,8.89926551833666224e+01,8.89555362470806017e+01,8.89164356634137221e+01,8.88756878952557088e+01,8.88336487405464794e+01,8.87907212379578539e+01,8.87472866028934249e+01,8.87036990325155443e+01,8.86602875460066997e+01,8.86173576998980934e+01,8.85751931868876312e+01,8.85340573260386066e+01,8.84941944517413930e+01,8.84558099173165147e+01,8.84186567058244322e+01,8.83820959175754552e+01,8.83455143472774580e+01,8.83083386739262863e+01,8.82700330088060667e+01,8.82300966414573651e+01,8.81880619639408536e+01,8.81434925559077556e+01,8.80959814148977784e+01,8.80451493179772058e+01,8.79906630092434625e+01,8.79326088944245043e+01,8.78714358014849779e+01,8.78075822837182471e+01,8.77414632180528713e+01,8.76734709844999145e+01,8.76039765952041449e+01,8.75333307743414792e+01,8.74618649901953233e+01,8.73898924408311046e+01,8.73177089948360390e+01,8.72455940886367927e+01,8.71738112053599963e+01,8.71024988203520962e+01,8.70315275391246814e+01,8.69607373511879445e+01,8.68899768617016406e+01,8.68191028562645357e+01,8.67479798918873541e+01,8.66764799122711054e+01,8.66044818856690171e+01,8.65318714637485868e+01,8.64585406599964301e+01,8.63843875463230546e+01,8.63093159666342444e+01,8.62332352662265009e+01,8.61560606751975513e+01,8.60777606191194025e+01,8.59983862189310884e+01,8.59179944260220054e+01,8.58366400631605160e+01,8.57543759064741096e+01,8.56712527640147670e+01,8.55873195510677505e+01,8.55026233623485439e+01,8.54172095412277201e+01,8.53311217461167359e+01,8.52444020141397232e+01,8.51570908222129646e+01,8.50692271456457689e+01,8.49808485143726102e+01,8.48919910669180666e+01,8.48026905456989226e+01,8.47129904451400222e+01,8.46229376244533569e+01,8.45325771339297205e+01,8.44419522271231955e+01,8.43511044291446126e+01,8.42600736022678944e+01,8.41688980089561625e+01,8.40776143724184237e+01,8.39862579347942244e+01,8.38948625130664567e+01,8.38034605527943057e+01,8.37120831797535487e+01,8.36207602495742037e+01,8.35295203954523515e+01,8.34383910740173178e+01,8.33473986094279695e+01,8.32565681803074682e+01,8.31659136327755135e+01,8.30754261441886541e+01,8.29850943782086432e+01,8.28949074535561152e+01,8.28048549270206991e+01,8.27149267771632992e+01,8.26251133886752029e+01,8.25354055373686037e+01,8.24457943757673064e+01,8.23562714192710388e+01,8.22668285328677058e+01,8.21774579183709619e+01,8.20881521021567409e+01,8.19989039233794443e+01,8.19097065226460046e+01,8.18205533311274564e+01,8.17314380600895731e+01,8.16423546908250870e+01,8.15532974649683666e+01,8.14642612378271025e+01,8.13752478653202189e+01,8.12862651490737420e+01,8.11973208430115392e+01,8.11084224462346413e+01,8.10195772108576051e+01,8.09307921495845903e+01,8.08420740430377975e+01,8.07534294468458569e+01,8.06648646985007360e+01,8.05763859239920777e+01,8.04879990442260294e+01,8.03997097812370214e+01,8.03115236641995551e+01,8.02234460352465106e+01,8.01354820551026137e+01,8.00476367085357481e+01,7.99599148096370840e+01,7.98723210069331060e+01,7.97848597883354671e+01,7.96975354859357452e+01,7.96103522806482289e+01,7.95233141579388843e+01,7.94364235609482279e+01,7.93496812728376852e+01,7.92630879595644160e+01,7.91766442572525619e+01,7.90903507730283764e+01,7.90042080858294895e+01,7.89182167471930143e+01,7.88323772820184558e+01,7.87466901893103000e+01,7.86611559428980627e+01,7.85757749921365729e+01,7.84905477625857912e+01,7.84054746566711458e+01,7.83205560543257491e+01,7.82357923136135440e+01,7.81511837713350985e+01,7.80667307436171853e+01,7.79824335264848116e+01,7.78982923964168066e+01,7.78143076108877949e+01,7.77304794088930180e+01,7.76468080114599957e+01,7.75632936221451814e+01,7.74799364275169467e+01,7.73967372063787451e+01,7.73137045195423838e+01,7.72308520616991387e+01,7.71481932074694896e+01,7.70657409106052995e+01,7.69835077154302070e+01,7.69015057679773975e+01,7.68197468268287338e+01,7.67382422736677086e+01,7.66570031235486056e+01,7.65760400348937935e+01,7.64953633192241540e+01,7.64149829506298630e+01,7.63349085749895977e+01,7.62551495189429005e+01,7.61757147986248384e+01,7.60966131281666947e+01,7.60178529279709210e+01,7.59394423327651111e+01,7.58613891994419873e+01,7.57837011146899897e+01,7.57063854024210485e+01,7.56294491309999302e+01,7.55528991202817224e+01,7.54767419484613100e+01,7.54009839587421880e+01,7.53256312658245548e+01,7.52506897622238711e+01,7.51761634315063247e+01,7.51020420264974575e+01,7.50283085630367452e+01,7.49549464152457432e+01,7.48819393575846703e+01,7.48092715551689906e+01,7.47369275543634046e+01,7.46648922736441136e+01,7.45931509947208582e+01,7.45216893539086556e+01,7.44504933337416759e+01,7.43795492548216686e+01,7.43088437678928386e+01,7.42383638461344475e+01,7.41680967776672873e+01,7.40980301582631711e+01,7.40281518842532762e+01,7.39584501456291719e+01,7.38889134193278920e+01,7.38195304626990207e+01,7.37502903071433593e+01,7.36811822519219248e+01,7.36121958581282314e+01,7.35433209428170471e+01,7.34745475732884188e+01,7.34058660615193190e+01,7.33372669587380841e+01,7.32687410501406617e+01,7.32002793497399153e+01,7.31318730953465348e+01,7.30635137436783424e+01,7.29951931516375510e+01,7.29269088736411959e+01,7.28586647758795038e+01,7.27904649753616866e+01,7.27223134933628472e+01,7.26542142573935337e+01,7.25861711031253662e+01,7.25181877762787366e+01,7.24502679344699629e+01,7.23824151490189962e+01,7.23146329067209024e+01,7.22469246115785637e+01,7.21792935865013021e+01,7.21117430749656165e+01,7.20442762426432353e+01,7.19768961789951192e+01,7.19096058988304776e+01,7.18424083438359844e+01,7.17753063840717118e+01,7.17083028194357013e+01,7.16414003810998139e+01,7.15746017329146582e+01,7.15079094727851299e+01,7.14413261340191070e+01,7.13748541866467008e+01,7.13084960387131446e+01,7.12422540375455071e+01,7.11761304709919926e+01,7.11101275686369405e+01,7.10442475029904728e+01,7.09784923906540968e+01,7.09128642934612117e+01,7.08473652195964121e+01,7.07819971246896671e+01,7.07167619128898792e+01,7.06516614198315551e+01,7.05866956832555275e+01,7.05218615613677997e+01,7.04571556388543314e+01,7.03925745681729040e+01,7.03281150682562526e+01,7.02637739232449690e+01,7.01995479812444216e+01,7.01354341531122571e+01,7.00714294112669762e+01,7.00075307885258837e+01,6.99437353769640140e+01,6.98800403267997865e+01,6.98164428453016370e+01,6.97529401957189634e+01,6.96895296962348283e+01,6.96262087189400489e+01,6.95629746888293141e+01,6.94998250828164572e+01,6.94367574287717275e+01,6.93737693045768822e+01,6.93108583372017080e+01,6.92480222017972835e+01,6.91852586208088383e+01,6.91225653631060766e+01,6.90599402431309670e+01,6.89973811200629967e+01,6.89348858970011236e+01,6.88724525201614313e+01,6.88100789780914539e+01,6.87477633008998339e+01,6.86855035595011998e+01,6.86232978648762781e+01,6.85611443673459746e+01,6.84990412558598223e+01,6.84369867572991382e+01,6.83749791357927421e+01,6.83130166920464745e+01,6.82510977626861433e+01,6.81892207196114697e+01,6.81273846136204781e+01,6.80655939136138528e+01,6.80038556902964757e+01,6.79421768935196582e+01,6.78805643342993648e+01,6.78190246871909892e+01,6.77575644926312748e+01,6.76961901592435282e+01,6.76349079661065105e+01,6.75737240649905573e+01,6.75126444825574197e+01,6.74516751225268791e+01,6.73908217678103654e+01,6.73300900826105249e+01,6.72694856144880475e+01,6.72090137963972722e+01,6.71486799486884394e+01,6.70884892810802853e+01,6.70284468945992131e+01,6.69685577834904393e+01,6.69088268370970098e+01,6.68492588417095988e+01,6.67898584823874160e+01,6.67306303447491587e+01,6.66715789167361663e+01,6.66127085903466565e+01,6.65540236633426758e+01,6.64955283409298659e+01,6.64372267374089347e+01,6.63791228778020894e+01,6.63212206994517004e+01,6.62635240535940682e+01,6.62060367069078097e+01,6.61487623430353153e+01,6.60917045640819509e+01,6.60348668920888002e+01,6.59782527704824275e+01,6.59218655654999708e+01,6.58657085675924350e+01,6.58097849928028467e+01,6.57540979841237174e+01,6.56986506128303773e+01,6.56434458797938447e+01,6.55884867167712855e+01,6.55337759021366395e+01,6.54793122647794235e+01,6.54250892584070556e+01,6.53711000436357210e+01,6.53173378897387664e+01,6.52637961728859750e+01,6.52104683744204294e+01,6.51573480791677042e+01,6.51044289737793349e+01,6.50517048451097395e+01,6.49991695786242758e+01,6.49468171568389607e+01,6.48946416577906575e+01,6.48426372535362816e+01,6.47907982086837393e+01,6.47391188789471812e+01,6.46875937097343297e+01,6.46362172347570549e+01,6.45849840746717518e+01,6.45338889357437893e+01,6.44829266085366299e+01,6.44320919666282919e+01,6.43813799653489838e+01,6.43307856405444056e+01,6.42803041073613883e+01,6.42299305590556031e+01,6.41796602658225908e+01,6.41294885736488141e+01,6.40794109031852912e+01,6.40294227486400302e+01,6.39795196766931369e+01,6.39296973254282506e+01,6.38799514032869311e+01,6.38302776880385849e+01,6.37806720257712243e+01,6.37311303298988534e+01,6.36816485801868666e+01,6.36322228217949473e+01,6.35828491643362739e+01,6.35335237809538924e+01,6.34842429074126642e+01,6.34350028412070870e+01,6.33857999406851249e+01,6.33366306241865900e+01,6.32874913691958838e+01,6.32383787115108831e+01,6.31892892444240815e+01,6.31402196179190156e+01,6.30911665378792748e+01,6.30421267653114796e+01,6.29930972592301686e+01,6.29440781150301589e+01,6.28950723916193866e+01,6.28460832203453208e+01,6.27971136836003154e+01,6.27481668154738514e+01,6.26992456023980864e+01,6.26503529837839963e+01,6.26014918526519182e+01,6.25526650562524296e+01,6.25038753966814866e+01,6.24551256314871850e+01,6.24064184742692660e+01,6.23577565952718800e+01,6.23091426219684479e+01,6.22605791396400008e+01,6.22120686919459871e+01,6.21636137814884080e+01,6.21152168703688687e+01,6.20668803807391001e+01,6.20186066953441468e+01,6.19703981580591403e+01,6.19222570744201448e+01,6.18741857121467760e+01,6.18261863016600302e+01,6.17782610365926885e+01,6.17304120742941222e+01,6.16826415363275160e+01,6.16349515089627502e+01,6.15873440436611688e+01,6.15398211575556431e+01,6.14923848339243619e+01,6.14450370226576794e+01,6.13977796407210477e+01,6.13506145726099064e+01,6.13035436708004298e+01,6.12565687561939853e+01,6.12096916185554818e+01,6.11629140169473544e+01,6.11162376801573615e+01,6.10696643071199574e+01,6.10231955673346107e+01,6.09768331012767035e+01,6.09305785208036710e+01,6.08844334095571327e+01,6.08383993233580824e+01,6.07924777905985749e+01,6.07466703126272449e+01,6.07009783641303571e+01,6.06554033935088626e+01,6.06099468232477747e+01,6.05646100502846210e+01,6.05193944463701854e+01,6.04743013584260112e+01,6.04293321088963467e+01,6.03844879960968370e+01,6.03397702604284447e+01,6.02951793553481465e+01,6.02507149715599013e+01,6.02063767677110988e+01,6.01621644026655460e+01,6.01180775355199160e+01,6.00741158256207797e+01,6.00302789325788311e+01,5.99865665162850732e+01,5.99429782369256685e+01,5.98995137549966827e+01,5.98561727313178622e+01,5.98129548270478040e+01,5.97698597036962980e+01,5.97268870231387936e+01,5.96840364476294312e+01,5.96413076398129363e+01,5.95987002627384896e+01,5.95562139798710177e+01,5.95138484551038189e+01,5.94716033527697050e+01,5.94294783376526468e+01,5.93874730749994484e+01,5.93455872305297234e+01,5.93038204704479810e+01,5.92621724614519749e+01,5.92206428707454577e+01,5.91792313660455349e+01,5.91379376155945309e+01,5.90967612881681745e+01,5.90557020530852199e+01,5.90147595802165341e+01,5.89739335399940146e+01,5.89332236034187460e+01,5.88926294420700955e+01,5.88521507281129530e+01,5.88117871343067904e+01,5.87715383340123410e+01,5.87314040012000973e+01,5.86913838104572250e+01,5.86514774369948952e+01,5.86116845566548932e+01,5.85720048459175331e+01,5.85324379819069236e+01,5.84929836423983502e+01,5.84536415058244785e+01,5.84144112512811944e+01,5.83752925585336939e+01,5.83362851080223663e+01,5.82973885808684216e+01,5.82586026588793828e+01,5.82199270245544014e+01,5.81813613610891878e+01,5.81429053523816748e+01,5.81045586830359042e+01,5.80663210383681374e+01,5.80281921044098539e+01,5.79901715679139045e+01,5.79522591163570553e+01,5.79144544379459632e+01,5.78767572216198047e+01,5.78391671570550159e+01,5.78016839346689508e+01,5.77643072048513631e+01,5.77270359835275997e+01,5.76898687938510975e+01,5.76528041611822957e+01,5.76158406268290122e+01,5.75789767478666263e+01,5.75422110969615801e+01,5.75055422621956183e+01,5.74689688468938655e+01,5.74324894694545165e+01,5.73961027631810907e+01,5.73598073761159029e+01,5.73236019708777320e+01,5.72874852244987096e+01,5.72514558282670194e+01,5.72155124875676293e+01,5.71796539217293756e+01,5.71438788638690411e+01,5.71081860607430585e+01,5.70725742725960501e+01,5.70370422730146984e+01,5.70015888487820064e+01,5.69662127997341727e+01,5.69309129386180288e+01,5.68956880909524259e+01,5.68605370948887838e+01,5.68254588010758113e+01,5.67904520725245447e+01,5.67555157844755414e+01,5.67206488242671369e+01,5.66858500912070085e+01,5.66511184964430186e+01,5.66164529628383804e+01,5.65818524248448966e+01,5.65473158283819473e+01,5.65128421307131816e+01,5.64784303003277586e+01,5.64440793168206199e+01,5.64097881707757196e+01,5.63755558636506464e+01,5.63413814076617427e+01,5.63072638256719884e+01,5.62732021510786069e+01,5.62391954277039687e+01,5.62052427096857130e+01,5.61713430613703437e+01,5.61374955572061580e+01,5.61036992816392583e+01,5.60699533290092447e+01,5.60362568034471380e+01,5.60026088187748243e+01,5.59690084984040723e+01,5.59354549752387982e+01,5.59019473915771599e+01,5.58684848990151508e+01,5.58350666583518205e+01,5.58016918394947794e+01,5.57683596213672956e+01,5.57350691918169687e+01,5.57018197475242545e+01,5.56686104939131283e+01,5.56354406450627010e+01,5.56023094236191824e+01,5.55692160607096781e+01,5.55361597958559656e+01,5.55031398768913533e+01,5.54701555598754723e+01,5.54372061090129051e+01,5.54042907965703435e+01,5.53714089027974907e+01,5.53385597158457259e+01,5.53057426901763662e+01,5.52729581061040420e+01,5.52402065045906525e+01,5.52074884199854381e+01,5.51748043799571164e+01,5.51421549055629399e+01,5.51095405113154158e+01,5.50769617052479674e+01,5.50444189889817181e+01,5.50119128577901932e+01,5.49794438006635531e+01,5.49470123003730464e+01,5.49146188335337868e+01,5.48822638706675647e+01,5.48499478762649062e+01,5.48176713088464993e+01,5.47854346210246064e+01,5.47532382595619964e+01,5.47210826654330731e+01,5.46889682738821392e+01,5.46568955144826631e+01,5.46248648111940369e+01,5.45928765824205513e+01,5.45609312410670100e+01,5.45290291945957435e+01,5.44971708450821950e+01,5.44653565892697955e+01,5.44335868186253506e+01,5.44018619193927790e+01,5.43701822726471846e+01,5.43385482543468257e+01,5.43069602353874004e+01,5.42754185816526800e+01,5.42439236540669825e+01,5.42124758086461895e+01,5.41810753965478114e+01,5.41497227641219894e+01,5.41184182529598274e+01,5.40871621999440393e+01,5.40559549372962920e+01,5.40247967926263826e+01,5.39936880889792405e+01,5.39626291448829178e+01,5.39316202743945610e+01,5.39006617871473210e+01,5.38697539883959990e+01,5.38388971790629043e+01,5.38080916557823059e+01,5.37773377109452255e+01,5.37466356327435193e+01,5.37159857052136189e+01,5.36853882082802656e+01,5.36548434177984745e+01,5.36243516055964733e+01,5.35939130395177372e+01,5.35635279834625990e+01,5.35331966974291689e+01,5.35029194375548727e+01,5.34726964561556599e+01,5.34425280017673572e+01,5.34124143191842151e+01,5.33823556494984146e+01,5.33523522301397080e+01,5.33224042949126869e+01,5.32925120740354714e+01,5.32626757941776248e+01,5.32328956784971652e+01,5.32031719466774504e+01,5.31735048149644385e+01,5.31438944962020940e+01,5.31143411998689672e+01,5.30848451321133581e+01,5.30554064957890219e+01,5.30260254904893671e+01,5.29967023125821655e+01,5.29674371552444185e+01,5.29382302084949927e+01,5.29090816592295283e+01,5.28799916912523855e+01,5.28509604699916054e+01,5.28219878410668144e+01,5.27930733524533053e+01,5.27642165441114415e+01,5.27354169596819133e+01,5.27066741464541479e+01,5.26779876553351158e+01,5.26493570408175131e+01,5.26207818609491937e+01,5.25922616773023321e+01,5.25637960549434808e+01,5.25353845624034079e+01,5.25070267716468422e+01,5.24787222580444705e+01,5.24504706003420722e+01,5.24222713806328358e+01,5.23941241843289518e+01,5.23660286001322746e+01,5.23379842200074350e+01,5.23099906391534333e+01,5.22820474559767732e+01,5.22541542720638077e+01,5.22263106921539659e+01,5.21985163241131431e+01,5.21707707789076309e+01,5.21430736705774862e+01,5.21154246162108379e+01,5.20878232359185702e+01,5.20602691528086439e+01,5.20327619929607224e+01,5.20053013854020421e+01,5.19778869620823158e+01,5.19505183578490559e+01,5.19231952104238204e+01,5.18959171603783247e+01,5.18686838511104753e+01,5.18414949288211702e+01,5.18143500424904317e+01,5.17872488438552026e+01,5.17601909873859753e+01,5.17331761302645887e+01,5.17062039323612552e+01,5.16792740562131527e+01,5.16523861670016515e+01,5.16255399325314173e+01,5.15987350232080431e+01,5.15719711120175432e+01,5.15452478745042981e+01,5.15185649887507537e+01,5.14919221353566030e+01,5.14653189974181160e+01,5.14387552605076905e+01,5.14122306126538646e+01,5.13857447443211868e+01,5.13592973483905126e+01,5.13328881201396143e+01,5.13065167572230578e+01,5.12801829596537360e+01,5.12538864297834280e+01,5.12276268722839205e+01,5.12014039941282206e+01,5.11752175045723732e+01,5.11490671151365461e+01,5.11229525395870965e+01,5.10968734939188352e+01,5.10708296963365456e+01,5.10448208672379025e+01,5.10188467291950190e+01,5.09929070069383457e+01,5.09670014273380758e+01,5.09411297193882788e+01,5.09152916141891154e+01,5.08894868449304312e+01,5.08637151468752080e+01,5.08379762573429517e+01,5.08122699156933706e+01,5.07865958633103318e+01,5.07609538435856820e+01,5.07353436019035016e+01,5.07097648856245300e+01,5.06842174440700362e+01,5.06587010285069113e+01,5.06332153921320938e+01,5.06077602900574703e+01,5.05823354792946134e+01,5.05569407187405275e+01,5.05315757691619538e+01,5.05062403931814856e+01,5.04809343552625620e+01,5.04556574238455156e+01,5.04304094915305186e+01,5.04051906372181051e+01,5.03800009542271852e+01,5.03548405346327712e+01,5.03297094692773399e+01,5.03046078477813481e+01,5.02795357585539477e+01,5.02544932888038787e+01,5.02294805245498637e+01,5.02044975506307054e+01,5.01795444507165200e+01,5.01546213073182798e+01,5.01297282017982937e+01,5.01048652143802400e+01,5.00800324241592065e+01,5.00552299091118655e+01,5.00304577461058813e+01,5.00057160109101915e+01,4.99810047782045856e+01,4.99563241215885299e+01,4.99316741135921731e+01,4.99070548256844759e+01,4.98824663282837690e+01,4.98579086907655054e+01,4.98333819814732166e+01,4.98088862677264927e+01,4.97844216158301904e+01,4.97599880910838266e+01,4.97355857577905169e+01,4.97112146792652254e+01,4.96868749178443565e+01,4.96625665348932444e+01,4.96382895908163917e+01,4.96140441450646037e+01,4.95898302561445306e+01,4.95656479816257871e+01,4.95414973781509858e+01,4.95173785014425505e+01,4.94932914063116982e+01,4.94692361466662405e+01,4.94452127755186410e+01,4.94212213449942581e+01,4.93972619063394944e+01,4.93733345099285970e+01,4.93494392052727804e+01,4.93255760410271051e+01,4.93017450649982791e+01,4.92779463241525733e+01,4.92541798646230191e+01,4.92304457317173316e+01,4.92067439699246876e+01,4.91830746229235345e+01,4.91594377335888240e+01,4.91358333439990602e+01,4.91122614954439456e+01,4.90887222284307327e+01,4.90652155826918417e+01,4.90417415971918373e+01,4.90183003101342933e+01,4.89948917589683219e+01,4.89715159803958713e+01,4.89481730103781629e+01,4.89248628841429536e+01,4.89015856361905108e+01,4.88783413003001499e+01,4.88551299095377232e+01,4.88319514962611194e+01,4.88088060921270497e+01,4.87856937280977689e+01,4.87626144344466965e+01,4.87395682407653155e+01,4.87165551759691127e+01,4.86935752683035332e+01,4.86706285453508656e+01,4.86477150340351727e+01,4.86248347606295752e+01,4.86019877507612179e+01,4.85791740294176577e+01,4.85563936209521927e+01,4.85336465490909319e+01,4.85109328369371440e+01,4.84882525069777586e+01,4.84656055810887736e+01,4.84429920805410958e+01,4.84204120260060122e+01,4.83978654375605188e+01,4.83753523346934031e+01,4.83528727363099193e+01,4.83304266607374018e+01,4.83080141257314537e+01,4.82856351484798410e+01,4.82632897456089935e+01,4.82409779331885673e+01,4.82186997267365101e+01,4.81964551412249733e+01,4.81742441910843624e+01,4.81520668902094542e+01,4.81299232519633549e+01,4.81078132891833832e+01,4.80857370141058666e+01,4.80636944086334381e+01,4.80416853800991461e+01,4.80197098248159548e+01,4.79977676395556827e+01,4.79758587215452650e+01,4.79539829684651551e+01,4.79321402784467807e+01,4.79103305500692187e+01,4.78885536823578875e+01,4.78668095747807172e+01,4.78450981272470841e+01,4.78234192401041938e+01,4.78017728141351768e+01,4.77801587505568151e+01,4.77585769510168134e+01,4.77370273175913908e+01,4.77155097527833050e+01,4.76940241595189960e+01,4.76725704411468527e+01,4.76511485014344061e+01,4.76297582445656786e+01,4.76083995751401758e+01,4.75870723981694042e+01,4.75657766190749314e+01,4.75445121436863261e+01,4.75232788782388909e+01,4.75020767293710762e+01,4.74809056041232651e+01,4.74597654099339863e+01,4.74386560546392602e+01,4.74175774464697213e+01,4.73965294940486004e+01,4.73755121063895785e+01,4.73545251928943642e+01,4.73335686633512083e+01,4.73126424279325164e+01,4.72917463971928100e+01,4.72708804820662323e+01,4.72500445938652476e+01,4.72292386442780980e+01,4.72084625453668565e+01,4.71877162095656999e+01,4.71669995496785646e+01,4.71463124788769790e+01,4.71256549106989837e+01,4.71050267590462681e+01,4.70844279381824435e+01,4.70638583627315228e+01,4.70433179476755754e+01,4.70228066083526102e+01,4.70023242604557367e+01,4.69818708200296768e+01,4.69614462034704871e+01,4.69410503275225537e+01,4.69206831092773413e+01,4.69003444661712052e+01,4.68800343159843749e+01,4.68597525768375434e+01,4.68394991671916472e+01,4.68192740058455996e+01,4.67990770119336901e+01,4.67789081049253781e+01,4.67587672046220391e+01,4.67386542311559339e+01,4.67185691049884753e+01,4.66985117469086433e+01,4.66784820780308110e+01,4.66584800197930534e+01,4.66385054939560035e+01,4.66185584226008771e+01,4.65986387281276748e+01,4.65787463332534344e+01,4.65588811610110227e+01,4.65390431347472600e+01,4.65192321781211007e+01,4.64994482151023831e+01,4.64796911699697617e+01,4.64599609673096055e+01,4.64402575320141722e+01,4.64205807892799598e+01,4.64009306646062427e+01,4.63813070837934589e+01,4.63617099729418101e+01,4.63421392584495067e+01,4.63225948670113539e+01,4.63030767256171885e+01,4.62835847615504576e+01
